Zip_Code,Mean,Median
76205,21653,10654
76210,75184,65887
75065,86572,77070
76210,114247,98248
75057,64429,50510
75077,122832,300000
75056,64793,300000
75056,90748,81559
79731,66147,57864
75034,134092,300000
75007,83641,65585
75007,55720,300000
75057,65012,60095
75007,136423,300000
75010,97741,82207
75007,108177,300000
75287,36973,32230
75287,51326,40197
75077,112021,300000
75206,103282,81177
76226,147517,300000
75067,86522,300000
75067,77458,71684
75067,75622,300000
75019,60968,55106
75028,93007,75687
76207,83860,71892
75028,176446,198894
75034,169054,300000
77994,43834,24050
75204,110540,84399
78164,73810,53291
78834,34188,20789
78384,69156,44935
76448,24793,21384
76437,64526,47702
79760,89312,70341
79760,61069,49082
79760,50245,42425
79760,75478,300000
79760,72555,300000
75214,83828,64156
79760,23502,12740
79760,79278,300000
79760,101026,100946
79760,67985,300000
79760,57208,48930
79760,94925,79253
75125,47204,24933
75154,70083,57921
75165,106812,107648
76065,91531,88290
75204,124936,110582
75165,41392,300000
76065,62569,300000
76065,56130,34002
75165,81435,58118
75119,46065,31103
79924,45265,25472
79924,51099,39254
79924,29645,22740
79924,51516,300000
79924,39034,33328
75210,28964,20605
79904,31862,27882
79904,23271,18932
76548,93960,83907
79930,52156,48719
79930,29468,24620
79912,108279,80652
79912,58842,37913
79912,26926,21669
79922,131103,300000
79902,105130,300000
79902,20422,12588
75208,71745,43461
79905,15531,9519
79930,29983,19308
79903,31109,28387
79903,30615,21472
79905,49426,39317
79903,51175,53560
79925,56684,300000
79915,35032,30806
79915,26972,21817
79907,53595,39058
75208,51562,45042
79907,35306,28694
79907,58891,62847
79907,30133,13812
79907,38485,35526
79915,44418,40872
79936,70806,53477
79925,73470,65067
79936,50799,38643
79936,139923,300000
79821,0,0
75224,50074,37844
79912,119990,300000
79912,89635,87204
79835,40704,29772
79935,82583,300000
79936,68841,40173
79928,31632,25811
79936,56666,54256
79938,51271,36701
79928,46191,44661
79936,51519,300000
75211,39870,23286
79938,74291,58940
79928,77091,74573
79927,28322,18647
79927,37168,32027
79927,51037,28197
79838,64391,45440
79904,54486,300000
76461,72022,59458
76401,48589,43159
76401,51663,42633
75230,123694,108288
76570,57659,48798
75479,47914,34676
75438,58196,51489
75490,65998,64221
78945,71400,67048
78941,65392,52324
79543,43446,38074
79235,64583,46037
77053,49345,300000
77489,65202,47940
75231,36728,26723
77545,41738,36107
77459,75844,69459
77477,63005,56852
77478,89197,80183
77031,57067,57194
77477,86109,300000
77498,85569,300000
77083,59717,300000
77406,99702,89743
77494,148987,141709
75214,107776,90954
77406,126917,300000
77479,65750,67678
77479,121886,300000
77479,153913,155150
77479,159750,300000
77471,66908,62399
77471,65554,51719
77471,69239,300000
77417,89667,65062
75840,56589,33567
75218,78284,55994
75860,39902,30986
78061,52298,32115
79360,78019,59120
77546,72181,52352
77546,118490,300000
77573,95650,91692
77539,65376,53483
77573,114124,101691
77573,86693,66259
77518,88104,78128
75216,25814,21279
77590,58579,50067
77590,38896,28874
77568,42339,30882
77568,46759,35251
77510,67757,64761
77563,68533,58050
77553,82232,300000
77550,40431,33833
77553,31641,15332
77553,59925,54429
75217,41933,37875
77551,63142,53909
77553,38908,27980
76548,95261,83857
77590,39047,29055
78631,63302,49463
78624,51815,51291
77963,64795,55390
78629,48897,38376
79054,58151,49905
79065,48067,38608
79065,42504,42166
75229,135435,128666
75076,67215,52427
75020,51605,300000
75020,32971,28108
75020,29955,25952
76264,56218,39924
75092,61326,43233
75090,27573,23214
75489,81305,66791
75090,27817,19077
75606,49987,33673
75212,31081,27521
75608,64550,59182
75608,65156,300000
75608,34523,26951
75606,39792,26834
75606,44641,32197
75647,59848,43735
75647,66962,51435
75662,86331,300000
77868,69232,69877
77830,65452,53007
75233,29046,22560
78155,33415,23531
78155,64306,45783
78115,62860,300000
78130,98665,93325
78154,77818,64947
78154,89951,85823
78155,56495,35119
79072,37721,29342
79072,73903,61673
79072,73216,52119
75241,31252,22241
79245,39906,35582
76531,33599,300000
79252,32322,18022
77625,34353,300000
77657,67201,50272
77656,20637,10416
77032,76967,51439
77009,103363,300000
77026,24296,19639
77026,23062,17909
75217,47192,40847
77020,31247,23793
77020,41846,32669
77020,42495,34600
77022,48208,300000
77093,23130,15615
77093,46858,41485
77076,50643,34372
77060,53427,36620
77093,51982,300000
77037,34996,25969
75228,46068,32787
77060,21786,16606
77039,52217,47473
77028,28824,17983
77093,46646,31835
77028,45245,35122
77099,35365,30582
77016,40044,30229
77396,26403,16245
77049,58119,300000
77013,43603,36774
75218,92791,83157
77049,47481,42991
77015,32531,24095
77015,43571,38566
77547,53307,44231
77073,41181,40530
77073,65205,59511
77338,71706,60475
77373,63625,58378
77373,131304,116655
77396,65320,300000
75230,87826,65550
77346,80087,68943
75029,55699,39007
77345,102621,86673
77339,105067,96054
77339,91858,300000
77345,74061,60329
77532,71351,52437
77530,50814,48721
77530,40543,32807
77532,63901,300000
75240,101041,71788
77522,92573,86521
77522,68409,49723
77522,64269,300000
77522,67761,46788
77522,31468,19927
77522,48648,36263
77023,47356,300000
77023,41688,36743
77011,30681,20267
77012,55889,45941
75204,63505,43077
77012,60066,52237
77023,42721,37785
76549,45665,40128
77004,34376,20333
77021,45140,31572
77021,61533,41471
77021,41928,44315
77021,65195,57421
77054,49708,40993
77017,57759,47364
77501,53964,45319
75006,69429,61933
77034,51385,39263
77502,38768,34116
77502,65386,64402
77506,43857,27462
77503,49670,51664
77502,30335,27357
77502,62306,45016
77504,89136,78790
77502,63484,58093
77017,38997,28146
75234,93332,74707
77085,69850,71688
77045,58685,50593
77047,58454,49999
77051,42962,30282
77056,53391,45189
77033,26217,27001
77033,43475,33094
77087,38369,300000
77087,41181,27792
75208,31223,26252
75015,38743,34086
77061,90413,67956
77089,58861,300000
77054,47458,300000
77059,116481,300000
77062,58700,53561
77062,79667,77988
77598,43063,32372
77058,64626,61289
77586,91699,76593
75029,91539,85072
75063,94626,73694
77503,56977,54577
77571,86042,71544
77571,83764,74311
77571,65973,300000
77089,101429,102388
77546,76382,56655
77019,70898,55778
77098,153986,172493
77006,79846,43092
77006,79333,61663
75039,115048,98277
77056,77297,300000
77098,61311,54945
77098,97836,300000
77030,121104,102799
77005,203870,300000
77025,68654,58056
77025,78990,68222
77025,74215,62022
77235,84907,70589
77401,163214,300000
75015,59166,44584
77842,38844,24713
77842,29871,23684
77081,24466,21377
77096,144246,133447
77035,84071,71137
77096,53455,50028
77096,84823,77353
77074,67527,62806
77036,28465,20792
77071,51964,33782
75061,69029,52672
77071,71942,49561
77080,194147,216433
77024,138815,121530
77063,130142,300000
77057,73453,59601
77057,108633,91490
77056,160435,193610
77056,44405,38472
77063,46966,37585
77063,58584,37723
75061,51920,34244
77099,55371,44924
77036,18952,17340
77036,53699,47747
77099,29964,23039
77031,40968,34434
77079,105862,300000
77079,165144,300000
77042,122849,300000
77077,95606,67793
77077,81614,57705
75050,40855,34200
77077,112677,91747
77082,122506,115460
77042,38368,32001
77072,52226,300000
77083,40563,36189
77072,49254,36184
77099,64504,47965
77099,50320,41554
77083,38739,42825
77082,66389,62487
75051,52561,46591
77450,110527,102269
77494,62906,57310
76542,80597,69385
77007,108695,86219
77007,110213,99494
77007,137912,148849
77008,117640,103494
77008,82321,300000
77008,77638,300000
77055,124196,300000
77092,42931,300000
75052,107008,104518
77055,87017,82176
77080,37936,29235
77040,32408,25490
77080,67726,47516
77055,85997,61242
77055,145864,300000
77018,87509,61078
77018,38684,24853
77018,117541,112576
77092,74178,64486
77021,59585,49533
77088,38335,34336
77092,74270,300000
77842,62778,55980
77088,59246,46573
77088,65266,62456
77038,47728,40617
77038,57281,43032
77086,27228,21441
77040,84631,75081
77084,49026,300000
75115,71009,61021
77041,74589,63897
77095,51475,41168
77095,101922,89154
77084,91327,75704
77084,58856,46416
77084,48341,300000
77449,92344,300000
77493,92414,300000
77447,77761,68079
77090,37043,29351
75154,82311,70782
77014,42716,34053
77067,69877,300000
77014,40174,20705
77066,108092,99799
77064,85124,300000
77040,130755,300000
77095,77957,64087
77429,93413,70037
77070,71506,65430
77069,161109,300000
75146,58596,52072
77090,110688,300000
77388,117727,109613
77379,63351,48975
77379,116451,91806
77379,95934,87210
77429,130069,300000
77429,125435,126823
77389,129571,300000
77375,150053,136637
77377,110057,100140
75180,59929,55512
77447,67363,66316
75661,67585,53385
75670,34214,31915
75670,46468,35211
75672,69041,39502
75650,82987,300000
79521,52704,36927
78666,36074,34976
78666,41478,33478
78666,55230,38472
75149,54932,43792
78676,98072,78665
78620,99312,73456
78610,124270,300000
78640,33482,25102
78640,97338,87439
75756,52980,36649
75124,68106,53405
75143,51039,40420
75148,42266,33095
75751,40995,34315
75150,71386,66697
75770,43620,42814
78572,24019,12008
78572,41794,32822
78572,27668,24264
78501,33353,23401
78501,43065,24648
78501,40694,28482
78504,65331,62608
78501,76073,65563
78501,32248,27227
75043,72784,62805
78577,28217,20889
78577,39950,31019
78577,42928,30816
78577,53029,44325
78589,47442,33050
78537,38944,30597
78589,74944,66647
78537,32194,18720
78537,41918,24385
78596,53924,44793
75150,43319,37307
78596,46698,44370
78596,31712,25551
78207,18099,10357
78599,35161,19273
78596,33810,33647
78540,34493,25614
78540,51695,36657
78540,28843,22421
78540,55122,46435
78540,59721,46062
78572,29821,26438
75043,41216,32756
78572,28359,20432
78572,22897,15546
78572,36094,27713
78538,42009,40727
78562,37360,34862
76692,51535,31134
76645,28286,21118
79336,73550,66295
79336,79375,63114
76048,94770,72438
75041,49396,37138
76048,40219,37349
76476,71345,50539
75482,62487,50410
75482,53962,33829
75497,47812,48102
75835,23263,21226
75851,59747,53097
79720,62881,42884
79720,64641,41421
79851,57843,42950
75042,31371,24891
75403,68501,58196
75422,75893,59750
75403,29667,20424
75403,79360,58120
75474,88903,76890
75474,43750,33125
79007,53250,50417
79007,57915,51806
76458,62335,41616
77957,82936,50552
75040,71722,63817
75951,56219,60703
75956,51899,33284
77612,30928,22516
77708,50471,300000
77707,126036,300000
77706,67416,300000
77703,28273,22857
77703,34646,24772
77707,36445,23751
77701,38366,25785
75081,94510,83502
77705,34864,28311
77705,31111,26645
77640,53162,41207
77640,43095,27473
77642,59620,33831
77642,33249,17578
77642,34491,26879
77642,44179,36142
77651,57457,51358
77651,105175,98698
75080,73437,62412
77627,74664,59753
77705,0,0
77613,73297,45914
77655,0,0
78342,81261,66295
78332,64250,35972
78332,43360,24663
76028,54351,53722
76028,91733,92868
76028,72563,51940
75225,141472,126942
76033,47897,43616
76028,95396,300000
76084,65115,300000
76009,51252,44899
76070,98559,85807
76031,26250,16261
76033,54005,38049
79520,60781,43530
78113,95666,81468
78151,59638,39553
75215,34675,19549
75114,105891,92508
75160,60756,49382
75142,79760,63539
75114,62740,48510
75158,74664,65831
78013,102139,300000
78006,125117,300000
78006,55229,300000
78024,54032,30406
78028,49400,300000
79351,70509,50489
78028,33111,24018
76849,44728,27458
78364,43718,32724
78364,48175,36257
79505,50760,44340
75477,61234,55831
75460,81169,61868
75460,50113,41819
75460,45068,41583
79339,70904,300000
76227,100020,90734
76550,63240,50498
78014,41040,32848
78218,40756,31613
77975,80553,59511
77995,36835,32412
78942,73402,64920
75846,100110,41907
77327,39521,24465
77327,57617,25963
77535,43224,300000
77535,56112,56786
76249,90671,77987
77533,52532,47309
76667,59295,41497
76642,60400,45033
78071,69259,59171
78643,66646,300000
78639,54923,300000
79415,71829,61705
79415,23676,20507
79382,48508,34473
79401,16828,9107
76259,82007,69268
79403,37214,25720
79411,31478,31806
79410,73836,28515
79407,34167,31539
79382,55308,42373
79414,44696,35674
79424,82291,78389
79413,90600,77950
79423,67917,44900
79412,40841,35608
76201,36414,23255
79329,75001,61691
79363,87657,75122
79382,91355,62481
79382,118709,107037
79423,63785,300000
79423,133693,125981
79403,0,0
76825,54302,39052
76706,21474,18151
76707,41416,37428
76205,90046,63778
76707,31202,24985
78713,69924,55270
76704,36709,26802
76705,59365,300000
76710,32129,25309
76712,84079,67197
76710,96267,81021
75029,32729,22402
76640,58466,300000
76706,65189,47989
76266,150517,156015
76712,45239,300000
76557,51747,46321
76638,101371,88518
76691,57295,48888
78072,64871,47274
77864,37989,33336
75657,54797,33671
76856,90830,64716
77482,46899,27501
77414,82699,84654
75056,110376,108842
77465,47085,300000
78852,29993,24057
78852,41391,27149
78852,19792,18562
78253,89970,76712
78059,64769,43784
78016,72098,63144
79705,73771,43922
79705,106831,75795
79703,84387,300000
75007,70955,62056
79701,77699,38500
79703,80680,300000
79701,56242,28972
79707,91855,300000
79705,178927,196275
79705,142805,300000
79701,47583,36485
76520,46835,18863
76577,62391,50974
79512,40835,40125
75056,163889,177817
76255,48949,30371
76230,45788,39592
77353,81924,73894
77353,70018,50449
77382,122973,121972
77382,145473,300000
77381,86979,74749
77380,67227,300000
77386,86460,58424
77386,77396,300000
75287,59448,50862
77302,99062,103780
77357,61931,57057
77357,57381,43876
77372,60337,51569
77301,65905,56057
77301,22539,16157
77378,53572,43061
77306,54995,39848
77060,84781,78796
77356,90708,65753
75067,84995,77873
77356,74400,55838
79029,32417,29883
78217,67442,59878
75571,46446,34862
75638,51891,30558
75944,40069,24243
75962,62112,49048
75963,26677,15130
75937,53818,52153
75110,53763,41163
75144,39737,28495
75067,65469,55323
75110,41968,46060
75966,52292,39471
77614,49551,34613
79556,26525,18242
78408,55275,38205
78405,37576,27940
78401,43223,36842
78404,59012,46429
78416,39541,35295
78416,35925,24462
75028,83019,72815
78415,37616,27040
78415,40512,31996
78411,57562,300000
78415,58352,41556
78411,88413,97437
78412,70378,52435
78412,92670,65400
78418,79643,66505
78414,56159,39403
78413,88329,66355
75022,143210,300000
78413,58899,300000
78460,59639,37057
78373,67403,44121
78413,124723,300000
78403,114080,300000
78380,50590,34187
78339,56300,45547
78362,87627,300000
79070,80497,66555
79001,70669,56139
78834,57950,38438
77631,50955,38722
77640,39163,28276
77632,66955,61587
77662,59905,50490
77662,75570,76086
77611,99902,100384
76475,48361,30079
76067,28737,28783
75642,41697,31547
75633,60276,48397
76471,44612,33806
75643,56709,49863
76086,52549,300000
76020,91314,77441
76087,91089,67299
76087,83095,80368
76008,152364,156115
79009,70176,55230
79735,75045,66165
77335,49023,36850
77335,61492,63124
79760,61272,56071
77350,57852,57872
79106,72654,52706
79103,54258,300000
79102,56950,44733
79106,42012,28048
79107,23324,23096
79106,130263,123724
79108,88134,76635
79109,32079,23546
79107,47815,41476
79760,87868,80945
79106,57459,54417
79845,37139,35171
79106,86301,73726
79103,77186,300000
79110,57619,52024
79109,40850,34295
79109,70734,68241
79109,41856,31119
79109,102309,300000
79103,85836,77996
78880,53970,41979
79015,58621,41385
79118,99266,300000
78873,39830,26006
75417,48109,40454
79772,34295,27756
78377,32038,14830
77856,68839,63012
75087,126558,300000
75087,46663,300000
75032,66110,300000
75165,77808,66679
79567,62588,43522
76821,52635,47589
75662,63731,300000
75653,60836,56110
75653,49657,39284
75681,35301,24757
75948,49807,31874
75929,47586,30856
77331,42705,28556
78336,58192,45831
76065,111761,106789
78374,77695,300000
78390,80574,75885
78217,44050,38572
78387,56242,60448
78368,41421,27845
79549,58189,39815
79526,39493,300000
75954,53679,36475
75935,28387,19677
75707,44292,31765
75750,42751,35191
75119,37547,27594
75701,27249,21966
75701,40559,27955
75701,58605,48005
75790,60782,53846
75792,52710,40091
75750,49913,300000
75707,61967,46787
75703,58522,44115
75703,33091,24614
75791,58848,41549
79924,49514,42040
75750,51528,39514
76043,80334,69878
75901,51630,42956
78582,42111,24069
78584,25862,19701
78582,31934,20234
78584,27570,16740
76424,74460,300000
79088,51495,37541
76111,54335,300000
76106,40304,33950
79904,38961,28140
76164,31554,31202
76106,63896,300000
76114,38808,29754
76103,140934,124068
76107,51330,34782
76119,39728,35808
76102,34741,31021
76107,54296,52007
76116,49551,39588
76107,18427,12534
79912,63252,51262
76107,63782,54169
76105,26581,14933
76104,21111,13559
76109,99685,300000
76110,61122,38765
76115,27253,16727
76119,47650,300000
76110,46805,32055
76115,51820,36720
76106,33032,21051
79902,77202,63459
76131,67579,62658
76116,35013,28313
76132,129784,136004
76116,41546,36181
76133,74332,63743
76132,87865,64278
76133,74473,70899
76133,64139,68629
76134,53415,51780
76134,67298,300000
79930,40069,29458
76119,51338,55957
76119,35127,25175
76112,44313,48483
76120,78642,300000
76120,36639,33529
76040,98283,300000
76117,76400,42063
76117,63003,300000
76117,70550,300000
76135,62181,48528
79925,34701,32339
76114,66845,300000
76108,43725,51961
76108,70524,66546
76108,70830,68230
76116,92866,92765
76126,94271,75656
76036,65403,300000
76036,45823,42678
76036,142845,300000
76119,41956,31384
79907,46255,37867
76028,108587,99646
76063,69557,65058
76002,97787,88599
76063,171969,180343
76060,40424,33741
76001,137439,143100
76018,86381,68712
76014,61695,300000
76014,49683,39070
76015,45915,38701
79915,28586,21522
76060,103653,300000
75039,37025,31123
76018,64112,63244
76001,75411,70569
76002,83236,300000
76063,136525,300000
75050,105801,96479
76006,67223,49267
76006,65460,61509
76022,57249,40824
79935,51435,33021
75089,47908,22487
76118,66602,52001
78148,62915,60130
76180,69521,63725
76180,73153,62576
76053,72595,58261
76053,80370,300000
76039,82087,300000
76040,78831,300000
76039,119111,108947
76039,77068,61566
79925,75041,71177
76034,137858,126073
76053,92796,300000
76040,41412,42396
76021,88838,300000
76040,99192,90366
76051,46715,39331
75028,85244,300000
76051,128953,117320
76248,76568,71029
76148,69100,67929
79912,87785,80388
76248,127572,115293
76092,175722,300000
76248,154763,156019
76137,65283,58322
76137,138266,300000
76244,132592,300000
76244,94206,300000
76177,70187,59982
76248,96699,300000
76179,58204,46044
79936,51509,46178
76135,96604,300000
76135,107856,300000
76052,88044,83036
76020,49855,41144
76108,71319,300000
76012,91893,88492
76016,117916,300000
75039,43517,34621
75051,32337,29406
76010,36863,28928
79938,59184,53444
76011,35400,21810
76013,57730,44315
76013,29591,22354
76010,80979,63376
76102,67042,55369
76104,28471,15340
79603,46111,24248
79603,40745,24996
79601,87258,300000
79605,71407,61931
79938,49833,39930
79602,40042,300000
79602,47652,43629
79605,74120,58353
79606,60073,58714
79605,34522,26987
79605,43909,35626
79562,114791,100607
79316,62488,55787
79316,50678,300000
75455,66259,61189
79928,41082,27163
75456,40238,300000
76903,41980,35850
76903,47948,300000
76905,65445,300000
76901,58042,45431
76901,53391,48057
76904,31041,31058
76904,66353,58850
76903,41903,31719
76904,69295,57302
79853,38191,32788
76903,28142,16815
78703,49911,25977
78713,39530,28439
78722,81858,64131
78705,23441,8758
78701,76390,52315
78702,55773,42131
78702,53918,19884
78704,103281,300000
78704,82765,65107
76401,52068,44657
78704,64798,49861
78757,84103,63672
78703,140483,300000
78703,132500,105306
78759,107523,81445
78726,80814,57957
78731,143051,300000
78749,79920,68858
78749,125962,300000
78727,93294,78137
75418,55183,39936
78749,89895,78402
78713,69082,66397
78732,135036,119521
78645,90411,76408
78652,109898,300000
78749,86051,74459
78645,71133,39523
78729,87931,300000
78758,43273,33283
78753,47204,30670
78941,62397,43485
78713,32974,26055
78753,40610,34271
78233,62392,53163
78727,58074,45581
78753,57007,50100
78660,124520,300000
78758,71234,70825
78758,56912,42977
78728,85846,74635
78653,91158,81973
78660,50477,300000
77053,55197,50944
78704,82303,65175
78704,82444,80710
78733,179246,300000
78746,143149,300000
78723,66544,48731
78723,64238,300000
78721,43828,23600
78724,50262,300000
78653,55339,45735
78741,45548,33812
77459,96296,82649
78741,39862,20678
78741,34071,24758
78745,68966,52671
78745,49089,43492
78744,55268,30432
78748,75733,300000
78744,53587,50407
78744,64935,58376
78727,94418,88758
75845,39519,36718
77478,133085,123519
75938,56449,41237
77660,69271,69740
75683,48218,34476
75644,69794,49996
75605,69384,62954
78802,49008,32444
78802,37880,28173
78840,45273,41577
78842,46224,31421
78840,93916,59507
77083,71084,66091
75140,62652,49351
75169,51310,28630
75790,70533,62609
75103,74285,77126
77902,65765,300000
77902,38501,28363
77902,63089,41902
77902,71587,54973
77902,49322,34128
77902,69942,60437
77494,147132,141688
75862,58394,51750
77358,34945,19774
77320,0,0
77320,43111,32030
77466,40206,32775
77445,45597,23491
79756,65499,51862
77833,61282,61686
77835,79338,58547
75029,23443,14171
77479,155542,154631
78046,42964,38269
78040,28307,20231
78040,32469,23191
78043,35830,25793
78043,44766,27480
78040,33139,31329
78041,49444,35460
78041,89452,75248
78041,106432,300000
78041,80237,75514
77479,88617,76394
78046,34920,30680
78046,62998,49216
78043,50568,36385
77435,46745,35837
77488,59737,48904
77437,40262,25569
77437,34934,35612
76301,32154,24454
76309,34280,23296
76311,48801,35584
77469,105494,88979
76302,79720,65287
76302,67237,53952
76310,84224,74789
76309,44142,40193
76306,71313,55555
76306,60443,300000
76354,56073,300000
76360,32896,25228
76384,28961,14492
78580,25961,11654
76693,61316,39775
78550,35202,22006
78633,64859,58161
78628,83100,74456
78633,92982,88621
76527,96806,73663
78717,81365,300000
78641,83980,75117
78613,67605,48693
78613,83810,72435
78641,57537,300000
77546,101126,79715
78750,74727,61381
78664,87364,300000
78259,120845,116503
78717,119931,300000
78681,97778,300000
78717,128441,117987
78628,65464,56648
78664,63350,300000
78626,78035,300000
78665,95889,94149
78634,69582,59205
77539,76342,70048
76574,71502,69116
76530,62101,45305
76527,55905,47958
78664,66495,61432
76537,78386,300000
78121,103947,99578
78114,50075,44179
78160,70398,56264
79745,73154,50863
76234,85874,300000
77518,59292,38399
76431,88535,64234
76023,57292,57880
75494,69147,46224
75497,67460,56050
75773,67294,51864
79323,61124,50497
73672,85291,87371
76450,73931,54440
78802,23865,11237
77568,49571,37905
77568,40514,27505
77553,44730,27514
77553,92060,71042
78624,71087,57583
78140,63275,39231
75414,59187,46459
75020,73786,64189
78220,28268,22606
75459,71142,58967
75608,49306,43571
75606,38541,28462
77868,53218,44827
78115,69124,60104
78154,65374,53722
78155,63639,48711
79072,64415,49731
79252,47168,35637
77656,63194,52840
78222,65718,57787
77026,30606,26540
77020,39396,30242
77093,40303,33533
77093,41560,38784
77060,29082,22610
77016,37214,32590
77016,47465,37672
77044,71919,62643
77015,52681,40312
77029,37779,30743
78244,85062,71104
77073,61066,56925
77373,101216,89254
75029,42093,35466
77339,80326,66890
77049,81103,300000
77522,64701,56553
77522,64387,45062
77023,51488,40914
77012,48055,42067
77004,42765,21692
78210,47431,37130
77021,50914,39188
77054,68207,54932
77034,65665,58367
77506,37583,28295
77502,40686,27829
77506,39982,26323
77053,47992,40192
77048,44803,35794
77087,36927,26827
77075,53943,41986
78223,34441,24247
77059,140765,145841
77062,66898,51569
77571,82582,65642
77536,115766,116007
77089,76351,69230
77019,124184,113784
77098,111206,90199
77098,123193,115523
77025,78207,54339
77035,31248,24011
78263,68362,55447
77401,31250,24046
77035,72986,55762
77074,52371,35895
77031,92032,76603
77024,125140,94288
77057,92297,69616
77063,62092,49025
77036,43623,33249
77099,26295,23288
77077,66806,46765
78221,36625,26740
77077,82267,61265
77042,42258,31049
75941,47624,39146
77072,53092,45194
77099,41831,30674
77450,167322,184442
77494,85209,61455
77092,99535,75950
77055,105820,71037
77080,48583,38137
77080,47953,29748
78252,50128,36547
77099,37982,32645
77092,75564,66935
77842,68654,57076
77088,33460,25619
77086,36017,29053
77084,85337,73551
77095,101898,91113
77084,76912,58218
77493,100187,103409
77067,32115,24937
78237,30033,22871
77066,51015,42556
77064,127230,127325
77429,90894,74303
77068,107641,90546
77379,139920,129088
77429,135652,300000
77389,122436,108398
77377,103069,87468
75661,66724,51097
75650,68449,53733
78252,34962,29929
78666,49275,38613
78620,90364,85417
79014,75168,63302
75143,51204,43034
78572,41724,29601
78501,43752,32908
78504,69638,64329
78557,35873,25187
78589,47551,31018
78537,39029,24822
78069,52783,43052
78599,34999,24875
78596,30934,27465
78540,45456,34283
78572,78250,59664
78576,47424,38373
78503,0,0
76631,69260,53714
76049,62179,46827
75433,59736,47001
75835,39850,26772
78228,43844,35186
79720,68356,60120
75428,37583,20619
75474,83857,75058
79007,62280,51352
75951,43999,34600
77703,31088,17606
77706,42256,33552
77701,36385,27788
77640,42437,33226
77640,51065,31086
78228,37294,32564
77619,72405,58285
77705,0,0
77655,0,0
76044,76469,63409
76028,88599,76476
76050,73549,62686
79501,53912,43823
75126,91583,86997
75114,75550,64594
78006,121774,109933
78250,99397,94866
78028,59003,47586
78364,39109,26515
75416,57650,42300
79031,60292,47334
77964,75692,54134
75831,57769,44494
77535,65468,57283
76667,37409,25196
78368,63385,47497
79415,29782,22617
78252,70611,63390
79401,25777,20537
79410,43855,36271
79413,61336,52143
79412,44558,38729
79382,62955,48817
79423,133693,125981
76825,68081,55975
76707,32082,23005
76706,69453,300000
76712,92852,77247
78201,61218,45141
76712,90887,77837
76691,68191,58519
75683,43985,28426
77414,54179,44177
78852,65074,49304
78059,65578,60165
79705,99193,84484
79701,50619,42105
79701,52390,44014
76844,55214,45239
78238,53721,46148
77353,90820,76931
77381,154907,159921
78381,0,0
77385,135775,124210
77302,48701,42091
77304,79831,64826
77060,74956,53516
79029,64178,50958
75963,65466,61491
75110,55006,43721
75966,50017,33675
78213,34769,29160
78408,42163,31814
78416,35826,29790
78411,48127,36572
78412,64034,48863
78414,79672,75854
78410,82333,68652
78413,74671,66261
78410,111103,94928
79070,92270,75485
77631,83712,66008
78240,46456,37348
77662,59342,47703
76067,41110,34106
76086,69111,64458
76087,74031,53260
79009,56320,42869
77360,59799,48974
79103,51872,43390
79107,40681,36240
79109,43408,24392
79845,35152,25804
78250,68159,62022
79110,55509,47505
79109,75154,67509
79118,87790,88858
79772,55668,41474
77859,49772,43892
75032,101118,93785
75653,63128,44888
75968,46596,31351
78336,57811,43497
78387,68470,60365
78254,85489,81129
79549,78421,65983
75707,39608,34841
75701,81076,56270
75103,69726,58546
75757,78281,64933
75704,0,0
78584,31394,20856
76424,67800,56637
76106,43934,39455
76103,75311,49602
78249,61578,55359
76107,77401,56367
76107,86901,71867
76109,75785,56015
76105,33179,25995
76131,71295,61083
76133,60204,53813
76133,59138,52015
76119,45773,41318
76118,89889,81579
76179,54856,48306
78249,81888,76467
76114,46878,40469
76116,88898,81336
76123,73020,70656
76028,73453,72177
76063,141323,139921
76013,64815,55410
76015,56920,51421
75052,92416,84712
75054,122505,118348
76012,111458,100821
78006,120859,112341
76180,99215,96683
76180,77795,62007
76040,76948,55454
76034,154141,154112
76021,92925,83573
76051,57153,43906
76248,103374,95452
76248,81867,60019
76137,70194,58148
76179,78875,71773
78212,48240,42865
76012,50211,35125
76010,35779,25075
76013,67254,52542
76104,52297,23217
79603,46709,33970
79602,33630,27844
79606,40188,36234
79536,58162,44270
75455,63326,52197
76905,69504,61533
78213,119001,102522
76903,50604,32540
78731,102000,81735
78722,81858,64131
78702,73964,62007
78704,61893,43632
78703,139645,127875
78750,111073,83417
78738,115087,101341
78713,69082,66397
78738,116427,97872
78216,41885,35437
78738,107572,95282
78758,42699,32622
78064,78521,68860
78758,49975,35937
78754,68602,62988
78758,67651,54254
78660,53035,46352
78746,169051,198202
78704,56958,46870
78667,70737,64238
78741,49532,36527
78130,129530,300000
78617,0,0
78748,72928,67891
78744,63953,59258
75862,50013,36934
75647,60628,43022
78802,53462,42386
78837,71361,44164
75754,58849,48877
77902,47425,28328
77902,72483,62821
78258,119962,116393
77320,59747,37098
77484,77739,68259
75029,37509,20056
78040,27939,22231
78043,40465,26670
78041,78506,67139
78041,37881,29595
78046,59665,48226
78041,0,0
77437,50042,41722
78227,51006,47450
76301,53332,40384
76308,71371,44043
76305,37617,32172
76311,0,0
78566,0,0
78628,54491,43589
78641,78623,67762
78613,91240,74374
78729,53187,46069
78717,76178,61777
76692,70046,60043
78664,136485,127787
76578,70857,62991
78664,56867,47317
78121,68628,57811
78147,78608,61666
76073,76843,62292
75783,49087,40881
76450,59992,38476
